bucket,group_id,item_id,label,token_length
800+,arxiv-2108.05348v1,arxiv-2108.05348v1_ai_generated_gemini-1.5-pro-002_THEN_gemini-1.5-pro-002,2,955
800+,arxiv-2108.05348v1,arxiv-2108.05348v1_human_ai_polished_gemini-1.5-pro-002,1,936
800+,arxiv-2108.05348v1,arxiv-2108.05348v1_human_written,0,870
400–600,arxiv-2108.10709v1,arxiv-2108.10709v1_ai_generated_gemini-1.5-pro-002,2,409
400–600,arxiv-2108.10709v1,arxiv-2108.10709v1_ai_generated_gemini-1.5-pro-002_THEN_gpt-3.5-turbo,2,427
400–600,arxiv-2108.10709v1,arxiv-2108.10709v1_human_ai_polished_claude-3-5-sonnet-20241022,1,510
400–600,arxiv-2108.10709v1,arxiv-2108.10709v1_human_written,0,420
200–400,arxiv-2109.05954v13,arxiv-2109.05954v13_ai_generated_gpt-4o-2024-11-20,2,209
200–400,arxiv-2109.05954v13,arxiv-2109.05954v13_ai_humanized_tool,3,214
200–400,arxiv-2109.05954v13,arxiv-2109.05954v13_human_ai_polished_gemini-1.5-pro-002,1,239
200–400,arxiv-2109.05954v13,arxiv-2109.05954v13_human_written,0,233
400–600,arxiv-2109.11579v1,arxiv-2109.11579v1_ai_generated_claude-3-5-sonnet-20241022,2,545
600–800,arxiv-2109.11579v1,arxiv-2109.11579v1_ai_humanized_tool,3,647
400–600,arxiv-2109.11579v1,arxiv-2109.11579v1_human_ai_polished_gpt-3.5-turbo,1,542
400–600,arxiv-2109.11579v1,arxiv-2109.11579v1_human_written,0,519
400–600,arxiv-2109.13563v1,arxiv-2109.13563v1_ai_generated_qwen2.5-72b-instruct,2,401
400–600,arxiv-2109.13563v1,arxiv-2109.13563v1_ai_generated_qwen2.5-72b-instruct_THEN_gpt-3.5-turbo,2,412
400–600,arxiv-2109.13563v1,arxiv-2109.13563v1_human_ai_polished_claude-3-5-sonnet-20241022,1,409
400–600,arxiv-2109.13563v1,arxiv-2109.13563v1_human_written,0,421
200–400,arxiv-2110.03372v2,arxiv-2110.03372v2_ai_generated_gpt-3.5-turbo,2,397
400–600,arxiv-2110.03372v2,arxiv-2110.03372v2_ai_generated_gpt-3.5-turbo_THEN_gpt-3.5-turbo,2,428
400–600,arxiv-2110.03372v2,arxiv-2110.03372v2_human_ai_polished_gemini-1.5-pro-002,1,406
200–400,arxiv-2110.03372v2,arxiv-2110.03372v2_human_written,0,382
400–600,arxiv-2110.04972v2,arxiv-2110.04972v2_ai_generated_llama-3.3-70b-instruct,2,474
400–600,arxiv-2110.04972v2,arxiv-2110.04972v2_ai_humanized_tool,3,527
400–600,arxiv-2110.04972v2,arxiv-2110.04972v2_human_ai_polished_claude-3-5-sonnet-20241022,1,464
400–600,arxiv-2110.04972v2,arxiv-2110.04972v2_human_written,0,466
200–400,arxiv-2110.13264v1,arxiv-2110.13264v1_ai_generated_gpt-3.5-turbo,2,295
200–400,arxiv-2110.13264v1,arxiv-2110.13264v1_ai_generated_gpt-3.5-turbo_THEN_gemini-1.5-pro-002,2,302
200–400,arxiv-2110.13264v1,arxiv-2110.13264v1_human_ai_polished_gpt-3.5-turbo,1,266
200–400,arxiv-2110.13264v1,arxiv-2110.13264v1_human_written,0,292
600–800,arxiv-2110.15730v1,arxiv-2110.15730v1_ai_generated_claude-3-5-sonnet-20241022,2,619
600–800,arxiv-2110.15730v1,arxiv-2110.15730v1_ai_generated_claude-3-5-sonnet-20241022_THEN_claude-3-5-sonnet-20241022,2,665
600–800,arxiv-2110.15730v1,arxiv-2110.15730v1_human_ai_polished_gpt-4o-2024-11-20,1,615
600–800,arxiv-2110.15730v1,arxiv-2110.15730v1_human_written,0,610
200–400,arxiv-2111.11442v1,arxiv-2111.11442v1_ai_generated_claude-3-5-sonnet-20241022,2,397
400–600,arxiv-2111.11442v1,arxiv-2111.11442v1_ai_generated_claude-3-5-sonnet-20241022_THEN_claude-3-5-sonnet-20241022,2,418
400–600,arxiv-2111.11442v1,arxiv-2111.11442v1_human_ai_polished_gemini-1.5-pro-002,1,501
400–600,arxiv-2111.11442v1,arxiv-2111.11442v1_human_written,0,407
400–600,arxiv-2112.05451v2,arxiv-2112.05451v2_ai_generated_claude-3-5-sonnet-20241022,2,430
400–600,arxiv-2112.05451v2,arxiv-2112.05451v2_ai_generated_claude-3-5-sonnet-20241022_THEN_claude-3-5-sonnet-20241022,2,412
200–400,arxiv-2112.05451v2,arxiv-2112.05451v2_human_ai_polished_gpt-3.5-turbo,1,327
400–600,arxiv-2112.05451v2,arxiv-2112.05451v2_human_written,0,443
200–400,arxiv-2112.05798v1,arxiv-2112.05798v1_ai_generated_llama-3.3-70b-instruct,2,365
200–400,arxiv-2112.05798v1,arxiv-2112.05798v1_ai_humanized_tool,3,393
200–400,arxiv-2112.05798v1,arxiv-2112.05798v1_human_ai_polished_claude-3-5-sonnet-20241022,1,381
200–400,arxiv-2112.05798v1,arxiv-2112.05798v1_human_written,0,389
400–600,arxiv-2112.06447v4,arxiv-2112.06447v4_ai_generated_gpt-3.5-turbo,2,463
400–600,arxiv-2112.06447v4,arxiv-2112.06447v4_ai_humanized_tool,3,488
400–600,arxiv-2112.06447v4,arxiv-2112.06447v4_human_ai_polished_gpt-3.5-turbo,1,463
400–600,arxiv-2112.06447v4,arxiv-2112.06447v4_human_written,0,472
200–400,arxiv-2112.06449v1,arxiv-2112.06449v1_ai_generated_gpt-4o-2024-11-20,2,251
200–400,arxiv-2112.06449v1,arxiv-2112.06449v1_ai_generated_gpt-4o-2024-11-20_THEN_gpt-3.5-turbo,2,244
400–600,arxiv-2112.06449v1,arxiv-2112.06449v1_human_ai_polished_claude-3-5-sonnet-20241022,1,458
400–600,arxiv-2112.06449v1,arxiv-2112.06449v1_human_written,0,429
400–600,arxiv-2112.08791v1,arxiv-2112.08791v1_ai_generated_gemini-1.5-pro-002,2,533
200–400,arxiv-2112.08791v1,arxiv-2112.08791v1_ai_generated_gemini-1.5-pro-002_THEN_gpt-4o-2024-11-20,2,381
400–600,arxiv-2112.08791v1,arxiv-2112.08791v1_human_ai_polished_gemini-1.5-pro-002,1,541
400–600,arxiv-2112.08791v1,arxiv-2112.08791v1_human_written,0,509
400–600,arxiv-2201.07531v2,arxiv-2201.07531v2_ai_generated_llama-3.3-70b-instruct,2,509
400–600,arxiv-2201.07531v2,arxiv-2201.07531v2_ai_generated_llama-3.3-70b-instruct_THEN_gpt-4o-2024-11-20,2,521
400–600,arxiv-2201.07531v2,arxiv-2201.07531v2_human_ai_polished_claude-3-5-sonnet-20241022,1,598
400–600,arxiv-2201.07531v2,arxiv-2201.07531v2_human_written,0,520
400–600,arxiv-2201.08675v2,arxiv-2201.08675v2_ai_generated_claude-3-5-sonnet-20241022,2,428
400–600,arxiv-2201.08675v2,arxiv-2201.08675v2_ai_humanized_tool,3,430
200–400,arxiv-2201.08675v2,arxiv-2201.08675v2_human_ai_polished_gpt-3.5-turbo,1,353
400–600,arxiv-2201.08675v2,arxiv-2201.08675v2_human_written,0,442
400–600,arxiv-2201.10908v1,arxiv-2201.10908v1_ai_generated_gemini-1.5-pro-002,2,560
400–600,arxiv-2201.10908v1,arxiv-2201.10908v1_ai_generated_gemini-1.5-pro-002_THEN_claude-3-5-sonnet-20241022,2,552
600–800,arxiv-2201.10908v1,arxiv-2201.10908v1_human_ai_polished_claude-3-5-sonnet-20241022,1,612
400–600,arxiv-2201.10908v1,arxiv-2201.10908v1_human_written,0,539
600–800,arxiv-2203.04749v3,arxiv-2203.04749v3_ai_generated_gemini-1.5-pro-002,2,681
600–800,arxiv-2203.04749v3,arxiv-2203.04749v3_ai_generated_gemini-1.5-pro-002_THEN_claude-3-5-sonnet-20241022,2,692
600–800,arxiv-2203.04749v3,arxiv-2203.04749v3_human_ai_polished_gpt-4o-2024-11-20,1,719
600–800,arxiv-2203.04749v3,arxiv-2203.04749v3_human_written,0,716
600–800,arxiv-2203.11491v1,arxiv-2203.11491v1_ai_generated_qwen2.5-72b-instruct,2,627
400–600,arxiv-2203.11491v1,arxiv-2203.11491v1_ai_humanized_tool,3,535
600–800,arxiv-2203.11491v1,arxiv-2203.11491v1_human_ai_polished_gpt-3.5-turbo,1,687
600–800,arxiv-2203.11491v1,arxiv-2203.11491v1_human_written,0,678
200–400,arxiv-2203.17253v1,arxiv-2203.17253v1_ai_generated_gpt-3.5-turbo,2,340
200–400,arxiv-2203.17253v1,arxiv-2203.17253v1_ai_generated_gpt-3.5-turbo_THEN_claude-3-5-sonnet-20241022,2,333
200–400,arxiv-2203.17253v1,arxiv-2203.17253v1_human_ai_polished_gpt-3.5-turbo,1,230
200–400,arxiv-2203.17253v1,arxiv-2203.17253v1_human_written,0,244
200–400,arxiv-2204.02777v1,arxiv-2204.02777v1_ai_generated_llama-3.3-70b-instruct,2,253
200–400,arxiv-2204.02777v1,arxiv-2204.02777v1_ai_generated_llama-3.3-70b-instruct_THEN_gpt-3.5-turbo,2,263
200–400,arxiv-2204.02777v1,arxiv-2204.02777v1_human_ai_polished_gemini-1.5-pro-002,1,290
200–400,arxiv-2204.02777v1,arxiv-2204.02777v1_human_written,0,280
200–400,arxiv-2205.00934v1,arxiv-2205.00934v1_ai_generated_gpt-3.5-turbo,2,267
200–400,arxiv-2205.00934v1,arxiv-2205.00934v1_ai_generated_gpt-3.5-turbo_THEN_claude-3-5-sonnet-20241022,2,256
200–400,arxiv-2205.00934v1,arxiv-2205.00934v1_human_ai_polished_gemini-1.5-pro-002,1,264
200–400,arxiv-2205.00934v1,arxiv-2205.00934v1_human_written,0,254
400–600,arxiv-2205.04195v1,arxiv-2205.04195v1_ai_generated_qwen2.5-72b-instruct,2,445
400–600,arxiv-2205.04195v1,arxiv-2205.04195v1_ai_generated_qwen2.5-72b-instruct_THEN_gpt-3.5-turbo,2,403
400–600,arxiv-2205.04195v1,arxiv-2205.04195v1_human_ai_polished_claude-3-5-sonnet-20241022,1,504
400–600,arxiv-2205.04195v1,arxiv-2205.04195v1_human_written,0,456
600–800,arxiv-2205.07056v1,arxiv-2205.07056v1_ai_generated_gemini-1.5-pro-002,2,699
600–800,arxiv-2205.07056v1,arxiv-2205.07056v1_ai_generated_gemini-1.5-pro-002_THEN_claude-3-5-sonnet-20241022,2,696
600–800,arxiv-2205.07056v1,arxiv-2205.07056v1_human_ai_polished_gpt-4o-2024-11-20,1,697
600–800,arxiv-2205.07056v1,arxiv-2205.07056v1_human_written,0,700
200–400,arxiv-2205.07421v3,arxiv-2205.07421v3_ai_generated_qwen2.5-72b-instruct,2,361
400–600,arxiv-2205.07421v3,arxiv-2205.07421v3_ai_generated_qwen2.5-72b-instruct_THEN_gemini-1.5-pro-002,2,420
200–400,arxiv-2205.07421v3,arxiv-2205.07421v3_human_ai_polished_gemini-1.5-pro-002,1,385
200–400,arxiv-2205.07421v3,arxiv-2205.07421v3_human_written,0,376
400–600,arxiv-2205.08648v1,arxiv-2205.08648v1_ai_generated_gpt-4o-2024-11-20,2,468
200–400,arxiv-2205.08648v1,arxiv-2205.08648v1_ai_humanized_tool,3,240
400–600,arxiv-2205.08648v1,arxiv-2205.08648v1_human_ai_polished_claude-3-5-sonnet-20241022,1,401
200–400,arxiv-2205.08648v1,arxiv-2205.08648v1_human_written,0,381
400–600,arxiv-2205.12042v1,arxiv-2205.12042v1_ai_generated_llama-3.3-70b-instruct,2,557
400–600,arxiv-2205.12042v1,arxiv-2205.12042v1_ai_generated_llama-3.3-70b-instruct_THEN_claude-3-5-sonnet-20241022,2,579
400–600,arxiv-2205.12042v1,arxiv-2205.12042v1_human_ai_polished_gpt-3.5-turbo,1,553
600–800,arxiv-2205.12042v1,arxiv-2205.12042v1_human_written,0,611
600–800,arxiv-2207.06982v1,arxiv-2207.06982v1_ai_generated_claude-3-5-sonnet-20241022,2,640
600–800,arxiv-2207.06982v1,arxiv-2207.06982v1_ai_generated_claude-3-5-sonnet-20241022_THEN_claude-3-5-sonnet-20241022,2,629
600–800,arxiv-2207.06982v1,arxiv-2207.06982v1_human_ai_polished_gpt-4o-2024-11-20,1,619
600–800,arxiv-2207.06982v1,arxiv-2207.06982v1_human_written,0,661
800+,arxiv-2207.14648v1,arxiv-2207.14648v1_ai_generated_claude-3-5-sonnet-20241022,2,835
800+,arxiv-2207.14648v1,arxiv-2207.14648v1_ai_generated_claude-3-5-sonnet-20241022_THEN_claude-3-5-sonnet-20241022,2,877
800+,arxiv-2207.14648v1,arxiv-2207.14648v1_human_ai_polished_gemini-1.5-pro-002,1,858
800+,arxiv-2207.14648v1,arxiv-2207.14648v1_human_written,0,808
400–600,arxiv-2208.08437v1,arxiv-2208.08437v1_ai_generated_gpt-3.5-turbo,2,517
400–600,arxiv-2208.08437v1,arxiv-2208.08437v1_ai_generated_gpt-3.5-turbo_THEN_gpt-3.5-turbo,2,591
400–600,arxiv-2208.08437v1,arxiv-2208.08437v1_human_ai_polished_gemini-1.5-pro-002,1,549
400–600,arxiv-2208.08437v1,arxiv-2208.08437v1_human_written,0,495
400–600,arxiv-2208.11267v2,arxiv-2208.11267v2_ai_generated_gemini-1.5-pro-002,2,565
600–800,arxiv-2208.11267v2,arxiv-2208.11267v2_ai_generated_gemini-1.5-pro-002_THEN_claude-3-5-sonnet-20241022,2,600
600–800,arxiv-2208.11267v2,arxiv-2208.11267v2_human_ai_polished_claude-3-5-sonnet-20241022,1,674
400–600,arxiv-2208.11267v2,arxiv-2208.11267v2_human_written,0,566
400–600,arxiv-2209.14558v2,arxiv-2209.14558v2_ai_generated_gpt-3.5-turbo,2,530
400–600,arxiv-2209.14558v2,arxiv-2209.14558v2_ai_generated_gpt-3.5-turbo_THEN_claude-3-5-sonnet-20241022,2,506
400–600,arxiv-2209.14558v2,arxiv-2209.14558v2_human_ai_polished_gpt-4o-2024-11-20,1,496
400–600,arxiv-2209.14558v2,arxiv-2209.14558v2_human_written,0,502
400–600,arxiv-2210.02637v1,arxiv-2210.02637v1_ai_generated_qwen2.5-72b-instruct,2,556
400–600,arxiv-2210.02637v1,arxiv-2210.02637v1_ai_generated_qwen2.5-72b-instruct_THEN_gpt-4o-2024-11-20,2,455
400–600,arxiv-2210.02637v1,arxiv-2210.02637v1_human_ai_polished_gpt-3.5-turbo,1,592
400–600,arxiv-2210.02637v1,arxiv-2210.02637v1_human_written,0,577
400–600,arxiv-2210.05130v1,arxiv-2210.05130v1_ai_generated_qwen2.5-72b-instruct,2,510
400–600,arxiv-2210.05130v1,arxiv-2210.05130v1_ai_humanized_tool,3,554
400–600,arxiv-2210.05130v1,arxiv-2210.05130v1_human_ai_polished_gpt-3.5-turbo,1,538
400–600,arxiv-2210.05130v1,arxiv-2210.05130v1_human_written,0,539
400–600,arxiv-2210.05665v1,arxiv-2210.05665v1_ai_generated_gpt-4o-2024-11-20,2,518
400–600,arxiv-2210.05665v1,arxiv-2210.05665v1_ai_humanized_human,3,572
400–600,arxiv-2210.05665v1,arxiv-2210.05665v1_human_ai_polished_gpt-3.5-turbo,1,494
400–600,arxiv-2210.05665v1,arxiv-2210.05665v1_human_written,0,507
800+,arxiv-2210.08911v2,arxiv-2210.08911v2_ai_generated_gpt-3.5-turbo,2,3924
800+,arxiv-2210.08911v2,arxiv-2210.08911v2_ai_generated_gpt-3.5-turbo_THEN_gpt-4o-2024-11-20,2,1501
800+,arxiv-2210.08911v2,arxiv-2210.08911v2_human_ai_polished_gpt-3.5-turbo,1,1558
800+,arxiv-2210.08911v2,arxiv-2210.08911v2_human_written,0,1556
400–600,arxiv-2211.02678v3,arxiv-2211.02678v3_ai_generated_qwen2.5-72b-instruct,2,567
400–600,arxiv-2211.02678v3,arxiv-2211.02678v3_ai_generated_qwen2.5-72b-instruct_THEN_gpt-3.5-turbo,2,498
400–600,arxiv-2211.02678v3,arxiv-2211.02678v3_human_ai_polished_claude-3-5-sonnet-20241022,1,571
600–800,arxiv-2211.02678v3,arxiv-2211.02678v3_human_written,0,601
400–600,arxiv-2211.03588v1,arxiv-2211.03588v1_ai_generated_gemini-1.5-pro-002,2,402
200–400,arxiv-2211.03588v1,arxiv-2211.03588v1_ai_humanized_human,3,208
200–400,arxiv-2211.03588v1,arxiv-2211.03588v1_human_ai_polished_gpt-4o-2024-11-20,1,363
200–400,arxiv-2211.03588v1,arxiv-2211.03588v1_human_written,0,384
600–800,arxiv-2211.09001v1,arxiv-2211.09001v1_ai_generated_claude-3-5-sonnet-20241022,2,693
600–800,arxiv-2211.09001v1,arxiv-2211.09001v1_ai_humanized_tool,3,634
600–800,arxiv-2211.09001v1,arxiv-2211.09001v1_human_ai_polished_claude-3-5-sonnet-20241022,1,745
600–800,arxiv-2211.09001v1,arxiv-2211.09001v1_human_written,0,706
400–600,arxiv-2211.10924v1,arxiv-2211.10924v1_ai_generated_gemini-1.5-pro-002,2,573
400–600,arxiv-2211.10924v1,arxiv-2211.10924v1_ai_generated_gemini-1.5-pro-002_THEN_claude-3-5-sonnet-20241022,2,592
400–600,arxiv-2211.10924v1,arxiv-2211.10924v1_human_ai_polished_claude-3-5-sonnet-20241022,1,556
400–600,arxiv-2211.10924v1,arxiv-2211.10924v1_human_written,0,546
400–600,arxiv-2211.13672v2,arxiv-2211.13672v2_ai_generated_gpt-4o-2024-11-20,2,409
400–600,arxiv-2211.13672v2,arxiv-2211.13672v2_ai_generated_gpt-4o-2024-11-20_THEN_claude-3-5-sonnet-20241022,2,413
200–400,arxiv-2211.13672v2,arxiv-2211.13672v2_human_ai_polished_gemini-1.5-pro-002,1,399
200–400,arxiv-2211.13672v2,arxiv-2211.13672v2_human_written,0,399
400–600,arxiv-2212.04231v2,arxiv-2212.04231v2_ai_generated_llama-3.3-70b-instruct,2,497
800+,arxiv-2212.04231v2,arxiv-2212.04231v2_ai_generated_llama-3.3-70b-instruct_THEN_gpt-3.5-turbo,2,825
400–600,arxiv-2212.04231v2,arxiv-2212.04231v2_human_ai_polished_claude-3-5-sonnet-20241022,1,591
400–600,arxiv-2212.04231v2,arxiv-2212.04231v2_human_written,0,586
400–600,arxiv-2212.09290v1,arxiv-2212.09290v1_ai_generated_gpt-3.5-turbo,2,476
400–600,arxiv-2212.09290v1,arxiv-2212.09290v1_ai_generated_gpt-3.5-turbo_THEN_gpt-3.5-turbo,2,464
400–600,arxiv-2212.09290v1,arxiv-2212.09290v1_human_ai_polished_gemini-1.5-pro-002,1,536
400–600,arxiv-2212.09290v1,arxiv-2212.09290v1_human_written,0,501
400–600,arxiv-2212.09748v2,arxiv-2212.09748v2_ai_generated_gpt-3.5-turbo,2,498
200–400,arxiv-2212.09748v2,arxiv-2212.09748v2_ai_humanized_tool,3,398
200–400,arxiv-2212.09748v2,arxiv-2212.09748v2_human_ai_polished_gpt-4o-2024-11-20,1,350
400–600,arxiv-2212.09748v2,arxiv-2212.09748v2_human_written,0,543
200–400,arxiv-2301.02239v2,arxiv-2301.02239v2_ai_generated_gpt-3.5-turbo,2,238
200–400,arxiv-2301.02239v2,arxiv-2301.02239v2_ai_generated_gpt-3.5-turbo_THEN_gemini-1.5-pro-002,2,229
200–400,arxiv-2301.02239v2,arxiv-2301.02239v2_human_ai_polished_gpt-4o-2024-11-20,1,223
200–400,arxiv-2301.02239v2,arxiv-2301.02239v2_human_written,0,232
400–600,arxiv-2301.11970v2,arxiv-2301.11970v2_ai_generated_gemini-1.5-pro-002,2,452
200–400,arxiv-2301.11970v2,arxiv-2301.11970v2_ai_generated_gemini-1.5-pro-002_THEN_gpt-3.5-turbo,2,393
400–600,arxiv-2301.11970v2,arxiv-2301.11970v2_human_ai_polished_gpt-3.5-turbo,1,475
400–600,arxiv-2301.11970v2,arxiv-2301.11970v2_human_written,0,512
400–600,arxiv-2302.03848v1,arxiv-2302.03848v1_ai_generated_qwen2.5-72b-instruct,2,497
400–600,arxiv-2302.03848v1,arxiv-2302.03848v1_ai_generated_qwen2.5-72b-instruct_THEN_gemini-1.5-pro-002,2,505
400–600,arxiv-2302.03848v1,arxiv-2302.03848v1_human_ai_polished_gpt-3.5-turbo,1,537
400–600,arxiv-2302.03848v1,arxiv-2302.03848v1_human_written,0,518
400–600,arxiv-2302.10761v2,arxiv-2302.10761v2_ai_generated_gemini-1.5-pro-002,2,441
400–600,arxiv-2302.10761v2,arxiv-2302.10761v2_ai_generated_gemini-1.5-pro-002_THEN_claude-3-5-sonnet-20241022,2,464
400–600,arxiv-2302.10761v2,arxiv-2302.10761v2_human_ai_polished_gpt-3.5-turbo,1,438
400–600,arxiv-2302.10761v2,arxiv-2302.10761v2_human_written,0,442
400–600,arxiv-2302.12559v3,arxiv-2302.12559v3_ai_generated_qwen2.5-72b-instruct,2,532
400–600,arxiv-2302.12559v3,arxiv-2302.12559v3_ai_generated_qwen2.5-72b-instruct_THEN_gpt-4o-2024-11-20,2,518
400–600,arxiv-2302.12559v3,arxiv-2302.12559v3_human_ai_polished_gpt-3.5-turbo,1,560
400–600,arxiv-2302.12559v3,arxiv-2302.12559v3_human_written,0,545
400–600,arxiv-2303.05195v1,arxiv-2303.05195v1_ai_generated_qwen2.5-72b-instruct,2,507
400–600,arxiv-2303.05195v1,arxiv-2303.05195v1_ai_humanized_tool,3,406
400–600,arxiv-2303.05195v1,arxiv-2303.05195v1_human_ai_polished_gpt-3.5-turbo,1,530
400–600,arxiv-2303.05195v1,arxiv-2303.05195v1_human_written,0,520
400–600,arxiv-2304.01329v2,arxiv-2304.01329v2_ai_generated_llama-3.3-70b-instruct,2,544
600–800,arxiv-2304.01329v2,arxiv-2304.01329v2_ai_generated_llama-3.3-70b-instruct_THEN_gemini-1.5-pro-002,2,664
600–800,arxiv-2304.01329v2,arxiv-2304.01329v2_human_ai_polished_claude-3-5-sonnet-20241022,1,635
600–800,arxiv-2304.01329v2,arxiv-2304.01329v2_human_written,0,643
400–600,arxiv-2305.01161v1,arxiv-2305.01161v1_ai_generated_claude-3-5-sonnet-20241022,2,455
600–800,arxiv-2305.01161v1,arxiv-2305.01161v1_ai_generated_claude-3-5-sonnet-20241022_THEN_gpt-3.5-turbo,2,608
400–600,arxiv-2305.01161v1,arxiv-2305.01161v1_human_ai_polished_gpt-4o-2024-11-20,1,470
400–600,arxiv-2305.01161v1,arxiv-2305.01161v1_human_written,0,432
400–600,arxiv-2305.03939v4,arxiv-2305.03939v4_ai_generated_claude-3-5-sonnet-20241022,2,468
400–600,arxiv-2305.03939v4,arxiv-2305.03939v4_ai_generated_claude-3-5-sonnet-20241022_THEN_gemini-1.5-pro-002,2,509
200–400,arxiv-2305.03939v4,arxiv-2305.03939v4_human_ai_polished_gpt-4o-2024-11-20,1,301
400–600,arxiv-2305.03939v4,arxiv-2305.03939v4_human_written,0,410
800+,arxiv-2305.12655v1,arxiv-2305.12655v1_ai_generated_claude-3-5-sonnet-20241022,2,918
800+,arxiv-2305.12655v1,arxiv-2305.12655v1_ai_generated_claude-3-5-sonnet-20241022_THEN_gpt-4o-2024-11-20,2,1025
800+,arxiv-2305.12655v1,arxiv-2305.12655v1_human_ai_polished_gpt-4o-2024-11-20,1,932
800+,arxiv-2305.12655v1,arxiv-2305.12655v1_human_written,0,936
400–600,arxiv-2305.14107v1,arxiv-2305.14107v1_ai_generated_claude-3-5-sonnet-20241022,2,576
200–400,arxiv-2305.14107v1,arxiv-2305.14107v1_ai_humanized_tool,3,386
200–400,arxiv-2305.14107v1,arxiv-2305.14107v1_human_ai_polished_gpt-4o-2024-11-20,1,347
400–600,arxiv-2305.14107v1,arxiv-2305.14107v1_human_written,0,582
600–800,arxiv-2305.14387v4,arxiv-2305.14387v4_ai_generated_gemini-1.5-pro-002,2,734
600–800,arxiv-2305.14387v4,arxiv-2305.14387v4_ai_generated_gemini-1.5-pro-002_THEN_gpt-3.5-turbo,2,642
600–800,arxiv-2305.14387v4,arxiv-2305.14387v4_human_ai_polished_gpt-4o-2024-11-20,1,757
600–800,arxiv-2305.14387v4,arxiv-2305.14387v4_human_written,0,720
800+,arxiv-2305.15734v1,arxiv-2305.15734v1_ai_generated_claude-3-5-sonnet-20241022,2,811
800+,arxiv-2305.15734v1,arxiv-2305.15734v1_ai_generated_claude-3-5-sonnet-20241022_THEN_gpt-3.5-turbo,2,914
800+,arxiv-2305.15734v1,arxiv-2305.15734v1_human_ai_polished_gemini-1.5-pro-002,1,846
800+,arxiv-2305.15734v1,arxiv-2305.15734v1_human_written,0,834
600–800,arxiv-2305.16473v1,arxiv-2305.16473v1_ai_generated_gpt-3.5-turbo,2,661
600–800,arxiv-2305.16473v1,arxiv-2305.16473v1_ai_generated_gpt-3.5-turbo_THEN_gpt-4o-2024-11-20,2,749
600–800,arxiv-2305.16473v1,arxiv-2305.16473v1_human_ai_polished_gpt-3.5-turbo,1,602
600–800,arxiv-2305.16473v1,arxiv-2305.16473v1_human_written,0,616
200–400,arxiv-2306.01881v1,arxiv-2306.01881v1_ai_generated_qwen2.5-72b-instruct,2,374
200–400,arxiv-2306.01881v1,arxiv-2306.01881v1_ai_humanized_human,3,292
400–600,arxiv-2306.01881v1,arxiv-2306.01881v1_human_ai_polished_claude-3-5-sonnet-20241022,1,404
200–400,arxiv-2306.01881v1,arxiv-2306.01881v1_human_written,0,368
400–600,arxiv-2306.02475v1,arxiv-2306.02475v1_ai_generated_llama-3.3-70b-instruct,2,472
400–600,arxiv-2306.02475v1,arxiv-2306.02475v1_ai_generated_llama-3.3-70b-instruct_THEN_gpt-3.5-turbo,2,449
400–600,arxiv-2306.02475v1,arxiv-2306.02475v1_human_ai_polished_claude-3-5-sonnet-20241022,1,546
400–600,arxiv-2306.02475v1,arxiv-2306.02475v1_human_written,0,528
400–600,arxiv-2306.08270v1,arxiv-2306.08270v1_ai_generated_qwen2.5-72b-instruct,2,473
400–600,arxiv-2306.08270v1,arxiv-2306.08270v1_ai_generated_qwen2.5-72b-instruct_THEN_gemini-1.5-pro-002,2,503
400–600,arxiv-2306.08270v1,arxiv-2306.08270v1_human_ai_polished_gpt-3.5-turbo,1,512
400–600,arxiv-2306.08270v1,arxiv-2306.08270v1_human_written,0,449
400–600,arxiv-2306.15308v1,arxiv-2306.15308v1_ai_generated_llama-3.3-70b-instruct,2,405
400–600,arxiv-2306.15308v1,arxiv-2306.15308v1_ai_generated_llama-3.3-70b-instruct_THEN_gpt-4o-2024-11-20,2,411
400–600,arxiv-2306.15308v1,arxiv-2306.15308v1_human_ai_polished_gpt-3.5-turbo,1,403
200–400,arxiv-2306.15308v1,arxiv-2306.15308v1_human_written,0,392
600–800,arxiv-2307.13782v1,arxiv-2307.13782v1_ai_generated_claude-3-5-sonnet-20241022,2,607
600–800,arxiv-2307.13782v1,arxiv-2307.13782v1_ai_generated_claude-3-5-sonnet-20241022_THEN_gpt-3.5-turbo,2,663
600–800,arxiv-2307.13782v1,arxiv-2307.13782v1_human_ai_polished_gemini-1.5-pro-002,1,648
400–600,arxiv-2307.13782v1,arxiv-2307.13782v1_human_written,0,589
